Event ID,Date,City,ZIP,Latitude,Longitude,Hazard Type,Time,Policyholders,Claim References,Building Loss,Contents Loss,Basement/Foundation Loss,Elevator/Utility Loss,Total Loss
EVT4000,2023-09-10,New York,10928,40.6891,-73.9856,FLD,08:14,"David Morton, Lori Johnson, Sonya Smith, Ian Rodgers, Rachel Robertson","CLM22547, CLM22548",71221.67,131663.42,87063.96,41581.11,331530.16000000003
EVT4000,2023-09-10,New York,10279,40.7061,-74.004,FLD,18:06,"Charles Cummings, Deborah Jimenez, Ryan Hernandez",CLM22550,73950.57,14615.25,27232.96,7647.41,123446.19
EVT4000,2023-09-10,New York,10337,40.7059,-74.0203,FLD,14:29,"Albert Bright, Jamie Washington, Antonio Peterson, Noah Rivera",CLM22553,472631.74,124023.33,83827.43,35807.22,716289.72
EVT4000,2023-09-10,New York,10248,40.716,-74.0113,FLD,17:22,"Tyler Jones, Kevin Flores, Paul Gonzalez, Christine Day, Lisa Moore","CLM22556, CLM22557",152047.46,129626.03,35414.27,49885.94,366973.7
EVT4000,2023-09-10,New York,10632,40.7038,-74.0156,FLD,14:16,"Patricia Armstrong, Dylan Howard, Ashley Hudson, James Smith","CLM22559, CLM22560",466722.68,9805.66,70275.52,36540.99,583344.85
EVT4000,2023-09-10,New York,10323,40.7177,-73.9953,FLD,21:19,"Kimberly Barton, Bruce Anthony, Robert Barton",CLM22562,330724.22,30028.24,65718.34,49141.65,475612.44999999995
EVT4000,2023-09-10,New York,10441,40.7115,-73.9975,FLD,10:09,"Sarah Melton, Christopher Franklin, Amy Davis, Angela Carson, Lisa Reyes, Veronica Serrano, Katherine Mcintyre",CLM22565,39175.03,75647.23,82986.25,35373.46,233181.97
EVT4000,2023-09-10,New York,10509,40.7061,-74.0066,FLD,11:25,"Brandon Miller, Austin Lopez, Matthew Brandt","CLM22568, CLM22569, CLM22570",224909.47,96459.86,92998.44,32413.22,446780.99
EVT4000,2023-09-10,New York,11387,40.7154,-74.0255,FLD,09:16,"Joshua Taylor, Cassandra Hughes, Kenneth Hartman, Richard Cole, Stacy Simmons, Aaron White, Krista Torres",CLM22571,51706.55,194650.81,37285.87,24415.5,308058.73
EVT4000,2023-09-10,New York,10829,40.7265,-74.0169,FLD,14:35,"Paige Bruce, Kyle Miller, Benjamin Santiago, Kenneth Olsen",CLM22574,337871.44,144487.85,28278.04,16467.76,527105.09
EVT4000,2023-09-10,New York,10194,40.7163,-74.0144,FLD,14:06,"Christina Graves, Derrick Browning, Pam Aguirre, James Day, Karen Harris, Miranda Walker, Danielle Stewart",CLM22577,39102.62,121548.06,87230.2,44650.78,292531.66000000003
EVT4000,2023-09-10,New York,10025,40.695,-74.0283,FLD,01:53,"Lee Guzman, Bradley Bowman, Christina Davis, Kenneth Johnson",CLM22580,56945.21,135799.18,82483.42,12988.1,288215.91
EVT4000,2023-09-10,New York,10406,40.7245,-74.0087,FLD,12:23,"Brian Craig, Billy Delgado, Elizabeth Patel, Krista Gibson",CLM22583,441017.82,52420.1,55955.92,10432.16,559826.0
EVT4000,2023-09-10,New York,11201,40.7183,-73.9992,FLD,08:58,"Albert Reid, Jasmine Shah, Mandy Frazier","CLM22586, CLM22587, CLM22588",43407.83,169527.11,44928.32,17777.36,275640.62
EVT4000,2023-09-10,New York,10133,40.704,-74.005,FLD,06:57,"Tracy Harris, Amanda Miller, Lauren Gonzales",CLM22589,383190.34,118574.84,20285.83,10223.38,532274.39
EVT4000,2023-09-10,New York,10189,40.7243,-74.003,FLD,10:07,"Monique White, Allison Duffy, Jonathan Berry, Ronald Phillips, Kenneth Jimenez, Nicholas Blair",CLM22592,28399.14,14555.91,58131.49,41155.29,142241.83000000002
EVT4000,2023-09-10,New York,10104,40.7012,-74.0193,FLD,05:59,"Jennifer Mitchell, Timothy Camacho DVM, Sarah Carrillo","CLM22595, CLM22596",306246.32,58471.51,4607.62,37026.2,406351.65
EVT4000,2023-09-10,New York,11683,40.7247,-73.9875,FLD,23:25,"Brooke Moran, Megan Brooks, Phyllis Brown, Amanda Jennings, Jessica Schmidt, Darlene Smith, Megan Moreno","CLM22598, CLM22599",376008.38,136670.01,22176.43,18271.57,553126.39
EVT4000,2023-09-10,New York,10784,40.7213,-74.0018,FLD,21:27,"Benjamin Benton, Robin Shaffer, Mark Herrera, Gina Martinez, Olivia Taylor, Melinda Johnson",CLM22601,482111.64,127527.69,20041.93,6176.87,635858.1300000001
EVT4000,2023-09-10,New York,10440,40.716,-73.9932,FLD,05:17,"Luis Archer, Christopher Lee, Mr. Eddie Flores IV, David Shaw","CLM22604, CLM22605",316776.81,157385.11,70921.17,41888.45,586971.5399999999
EVT4000,2023-09-10,New York,10305,40.7082,-73.9984,FLD,01:39,"Sarah Nguyen, Brian Lyons, Kirsten Conway, William Murray, John Brown","CLM22607, CLM22608",327414.69,66261.6,95881.16,2637.76,492195.2100000001
EVT4000,2023-09-10,New York,10504,40.7009,-74.0031,FLD,20:18,"Peter Robinson, Victor Roberts, Willie Kramer, Anthony Clark, Stephanie Wilson, Lisa Andrews, Robin Robertson","CLM22610, CLM22611, CLM22612",361865.7,39298.61,25067.56,25224.17,451456.04
EVT4000,2023-09-10,New York,11128,40.717,-74.0118,FLD,15:03,"Austin Martin, Lisa Clark, Heather Jones, Angel Lindsey, Emma Wright, Chelsea Lane","CLM22613, CLM22614",260297.38,182798.1,16368.23,32650.47,492114.17999999993
EVT4000,2023-09-10,New York,10785,40.7069,-74.0106,FLD,04:26,"Jonathan Montes, Mark Rogers, Mr. Christopher Hardin","CLM22616, CLM22617",348046.12,120768.5,75973.09,16163.67,560951.38
EVT4000,2023-09-10,New York,11633,40.6911,-74.0179,FLD,16:15,"Bryan Robinson, Richard Johnson, Nicole Lee, Adam Norman","CLM22619, CLM22620, CLM22621",492362.94,61988.55,30892.09,18372.86,603616.44
EVT4000,2023-09-10,New York,10784,40.697,-74.0019,FLD,22:22,"Kimberly Moon, Jonathan Jones, Michele Schwartz, Patricia Fisher, Debra Hoover, Katelyn Thompson, Jacob Weber",CLM22622,459339.17,56808.69,89789.94,6070.28,612008.0800000001
EVT4000,2023-09-10,New York,11601,40.7197,-74.0033,FLD,15:22,"Douglas Browning, Brittany Smith, Roy Mercado, Dr. Joseph Lopez PhD, Andrew Smith, Claudia Martin","CLM22625, CLM22626, CLM22627",100999.73,193823.76,46382.57,47340.04,388546.1
EVT4000,2023-09-10,New York,10659,40.7009,-73.9954,FLD,12:17,"Ashley Bell, Sonya Davis, Luke Salinas, Bobby Dunn, Cameron Hernandez II, Eddie Oconnor DVM, Charles Cooper","CLM22628, CLM22629, CLM22630",110385.21,64228.33,11115.71,8049.53,193778.78
EVT4000,2023-09-10,New York,10654,40.711,-74.0151,FLD,19:14,"Heather Park, Leah Norton, Howard Norton, David Hart",CLM22631,401877.62,32569.79,14771.4,32528.02,481746.83
EVT4000,2023-09-10,New York,10120,40.7079,-73.9953,FLD,15:33,"Pamela Bautista, Kimberly Kline, Shannon Greer","CLM22634, CLM22635",334793.97,109768.76,68358.18,34450.89,547371.7999999999
EVT4000,2023-09-10,New York,10477,40.6989,-73.9984,FLD,05:06,"Terry Miller, Matthew Johnson, Joshua Roberts, Christopher Peters, William Figueroa","CLM22637, CLM22638, CLM22639",38723.08,93835.52,89315.44,28905.37,250779.41
EVT4000,2023-09-10,New York,10494,40.7178,-74.0148,FLD,08:34,"Brandi Watts, Ashley Vazquez, Leah Smith, Kevin Garcia","CLM22640, CLM22641, CLM22642",343660.92,196091.31,98588.87,34647.25,672988.35
EVT4000,2023-09-10,New York,11180,40.7202,-74.0124,FLD,12:22,"Laurie Singh, Carol Stevenson, Carlos Swanson",CLM22643,71373.98,157236.36,91199.22,19758.84,339568.39999999997
EVT4000,2023-09-10,New York,10485,40.7024,-73.9865,FLD,18:20,"Vanessa Gutierrez, Angela Jacobs, Antonio Wilson, Lynn Cook",CLM22646,230127.23,65522.32,76688.7,46872.65,419210.9
EVT4000,2023-09-10,New York,10058,40.7165,-74.0002,FLD,22:44,"Jennifer King, Shannon Berry, James Ball, Christopher Williams, Janice Brock","CLM22649, CLM22650, CLM22651",141361.95,18120.5,28263.73,45698.2,233444.38
EVT4000,2023-09-10,New York,11155,40.7267,-73.9976,FLD,04:36,"Scott Rodriguez, Madison Spencer, Nancy Henderson, Taylor Alvarez, Sarah Mccall","CLM22652, CLM22653, CLM22654",143433.13,145280.69,4755.91,19390.75,312860.48
EVT4000,2023-09-10,New York,11111,40.7027,-74.0024,FLD,09:11,"Brittany Khan, Mary Taylor, David Duncan, Corey Hernandez","CLM22655, CLM22656",415041.72,50831.1,65923.55,20854.66,552651.03
EVT4000,2023-09-10,New York,10185,40.7038,-74.0038,FLD,01:14,"Justin Cook, April Stevenson, Thomas Jones, Patrick Scott, Tamara Parker, Richard Mendoza",CLM22658,28118.14,182365.06,28423.74,41164.17,280071.11
EVT4000,2023-09-10,New York,10041,40.7213,-74.0183,FLD,16:30,"Debbie Mullins MD, Elizabeth Yates, Heather Sellers, Vincent Contreras, Brittany Ross, Stephen Wilkinson, Mark Hanson",CLM22661,483415.34,183583.8,51281.8,39960.4,758241.3400000001
EVT4000,2023-09-10,New York,11258,40.7068,-74.009,FLD,06:51,"Joseph Cruz, Kristy Cooper, Allison Ruiz","CLM22664, CLM22665",150424.45,164111.38,39074.93,5331.45,358942.21
EVT4000,2023-09-10,New York,11469,40.701,-73.9878,FLD,05:58,"Sophia Carroll, Shannon Davis, Michael Maddox, Jonathan Kennedy","CLM22667, CLM22668",99938.49,197304.48,82443.2,14792.39,394478.56000000006
EVT4000,2023-09-10,New York,10045,40.7149,-74.0158,FLD,04:37,"Julie Henry, Jason Ruiz, Jennifer Wilkins, Michael Rodriguez, Stephen Miller",CLM22670,465806.44,101864.97,84608.66,22848.44,675128.51
EVT4000,2023-09-10,New York,11078,40.723,-73.9968,FLD,11:04,"Tiffany Wheeler, Christopher Clark, Richard Martinez, Mary Miller",CLM22673,103502.58,75437.13,64455.61,4464.13,247859.45
EVT4000,2023-09-10,New York,11357,40.7183,-74.0277,FLD,12:37,"Cory Jimenez, Shari Cantu, Kristen Mccarty, James Reynolds, Anthony Andersen","CLM22676, CLM22677, CLM22678",498187.76,97534.04,81973.56,22171.3,699866.6600000001
EVT4000,2023-09-10,New York,10619,40.717,-73.9929,FLD,10:08,"Teresa Thomas, Mrs. Cassandra Kaiser DVM, Edwin Campbell","CLM22679, CLM22680",445565.81,85133.8,61221.83,31870.92,623792.36
EVT4000,2023-09-10,New York,10895,40.7019,-74.0085,FLD,20:31,"Tyler Smith, Mr. Brian Riley, Jennifer Adams, David Mccarthy","CLM22682, CLM22683, CLM22684",64908.52,8250.95,87606.36,12587.27,173353.1
EVT4000,2023-09-10,New York,11449,40.7197,-74.0144,FLD,17:44,"Dwayne Smith, Linda Mercado, Melissa Chung, Michael Lee, David Reese",CLM22685,173607.73,103678.72,17926.08,48027.54,343240.07
EVT4000,2023-09-10,New York,10458,40.7272,-74.0111,FLD,21:37,"Elizabeth Anthony, Matthew Brooks, Danielle Campbell, Kaitlyn Church, James Lutz, Theresa Jones, Holly Price","CLM22688, CLM22689",89060.55,6680.71,3957.35,29743.49,129442.10000000002
EVT4000,2023-09-10,New York,10629,40.7243,-74.0344,FLD,23:44,"Sandra Olson, Angel Baxter, Joseph Khan, Javier Mercer","CLM22691, CLM22692",23582.31,87423.89,72370.68,22691.99,206068.87
EVT4000,2023-09-10,New York,10364,40.7039,-73.9983,FLD,23:00,"Susan Griffin, Zachary Payne II, Michael Kelly, Julie Jones, John Gray",CLM22694,410308.16,119744.09,22654.78,12599.3,565306.3300000001
EVT4000,2023-09-10,New York,11579,40.7238,-74.0017,FLD,18:02,"Marcus Mills, William Miller, Joshua Shaw, Rebekah Davis, Michael Jenkins, Anthony Delacruz, Michael Hoffman Jr.","CLM22697, CLM22698",219501.34,55368.58,86967.14,33794.15,395631.21
EVT4000,2023-09-10,New York,10652,40.706,-74.0351,FLD,19:14,"Dana Hardy, Justin Werner, George Caldwell, Cole Bates","CLM22700, CLM22701, CLM22702",118043.1,127226.51,37156.77,49786.61,332212.99
EVT4000,2023-09-10,New York,11017,40.6926,-74.0343,FLD,04:21,"Stephen Abbott, Amanda Harding, Julie White, Christine Estrada, John Mitchell, Tyler Anderson, Steven Owens",CLM22703,291608.86,183767.42,80480.17,23105.37,578961.8200000001
EVT4000,2023-09-10,New York,10711,40.7192,-73.9898,FLD,10:10,"Stephanie Watson, Nicholas Lee, Victoria Blair",CLM22706,256336.18,42501.58,47465.75,13045.11,359348.62
EVT4000,2023-09-10,New York,11373,40.7103,-73.9997,FLD,20:46,"Wendy Mccoy, Dana Mayer, Henry Wagner","CLM22709, CLM22710, CLM22711",477086.73,108945.78,63891.35,27604.08,677527.94
EVT4000,2023-09-10,New York,10024,40.7096,-74.0154,FLD,08:13,"Jillian Smith, Katherine Warren, Mary Cross, Laura Sparks, David Clayton","CLM22712, CLM22713",67590.13,126476.04,45793.67,39121.26,278981.1
EVT4000,2023-09-10,New York,10139,40.7071,-74.0107,FLD,11:16,"Mary Hayes, Tiffany Lawson, Brianna Diaz, Richard Nelson","CLM22715, CLM22716, CLM22717",215039.47,185684.15,71621.34,21527.26,493872.22
EVT4000,2023-09-10,New York,10003,40.7042,-74.0056,FLD,01:24,"Jim Ferguson, Krista Andrews, Travis Anderson","CLM22718, CLM22719, CLM22720",492596.43,134949.42,29969.6,29704.61,687220.0599999999
EVT4000,2023-09-10,New York,10860,40.7176,-74.0166,FLD,05:56,"Brianna Wells, Johnny Smith, Casey Fisher, Cynthia Johnson, Joshua Woodard, Lee Schmidt","CLM22721, CLM22722, CLM22723",137818.14,144924.47,78128.49,33997.57,394868.67
EVT4000,2023-09-10,New York,10776,40.7214,-74.0035,FLD,11:34,"Daniel Luna, Elizabeth Obrien, Timothy Rowland, Jennifer Keller, Kathryn Bowman, Heather Meyers","CLM22724, CLM22725",57740.82,69528.38,26332.17,49412.68,203014.05
EVT4000,2023-09-10,New York,10982,40.7275,-74.013,FLD,18:41,"Kenneth Jensen, Ashley Wang, Devin Bruce, Michelle Carson, Kimberly Shannon, Cory Diaz",CLM22727,348668.08,46355.84,25421.77,14782.94,435228.63000000006
EVT4000,2023-09-10,New York,10925,40.6984,-74.0108,FLD,02:51,"James Vega, Jennifer Deleon, Raymond Bryant, Aaron Miles",CLM22730,29432.71,176481.65,96629.76,17736.95,320281.07
EVT4000,2023-09-10,New York,10042,40.7223,-74.0007,FLD,10:16,"Ann Sherman, Christian Williamson, Katherine Gonzalez","CLM22733, CLM22734",90371.98,36134.94,79428.16,31198.25,237133.33000000002
EVT4000,2023-09-10,New York,10701,40.7141,-74.0107,FLD,05:56,"Amy Mccarty, Michelle Pennington, Kimberly Williams",CLM22736,168280.51,76901.41,77433.68,40735.82,363351.42
EVT4000,2023-09-10,New York,11500,40.7186,-74.0073,FLD,02:35,"Jonathan Stewart, Dan Schmidt, Joanna Snyder, Jacqueline Woods, Molly Schroeder, James Davis",CLM22739,215102.1,155508.03,49419.97,44979.08,465009.18
EVT4000,2023-09-10,New York,11217,40.7067,-74.0001,FLD,19:57,"Savannah Peters, George Brown, Jillian Williams","CLM22742, CLM22743",406457.22,170775.88,30336.73,47660.74,655230.57
EVT4000,2023-09-10,New York,10064,40.7367,-73.9942,FLD,13:41,"Joshua Kelly, Alexander Wright, Brandy Johnson, Beth Clark, Robert Jimenez, Russell Miller","CLM22745, CLM22746, CLM22747",329672.04,8308.98,96115.94,3184.82,437281.77999999997
EVT4000,2023-09-10,New York,10890,40.72,-74.0049,FLD,05:03,"Brianna King, Erika Watson, Lindsay Moreno, Kim Kelley","CLM22748, CLM22749, CLM22750",339654.64,165418.21,3301.56,27558.75,535933.1599999999
EVT4000,2023-09-10,New York,10421,40.712,-74.0377,FLD,06:26,"Alexander Davis, Gary Davis DVM, Vickie Steele","CLM22751, CLM22752",54662.33,138464.9,51315.6,38492.29,282935.12
EVT4000,2023-09-10,New York,11495,40.7009,-74.0065,FLD,17:16,"Karen Burns, Eddie Simmons, Scott Lopez, Dr. Bradley Ware, Becky Downs, Michael Howard, Timothy Gonzalez","CLM22754, CLM22755, CLM22756",331163.34,38615.34,87494.67,31042.7,488316.05000000005
EVT4000,2023-09-10,New York,10487,40.7049,-74.0057,FLD,03:03,"Joan Curtis, Justin Morrison, Laura Knight, Alexandra Madden, Andrew Thompson","CLM22757, CLM22758",320879.79,54373.79,80761.96,41073.28,497088.81999999995
EVT4000,2023-09-10,New York,11126,40.7128,-74.0019,FLD,15:09,"Christopher Farrell, Timothy Snow, Lisa Ramirez, Jessica Hernandez, Sarah Porter, Ryan Pittman","CLM22760, CLM22761, CLM22762",238379.3,151927.74,14982.12,27798.86,433088.01999999996
EVT4000,2023-09-10,New York,10008,40.7041,-74.005,FLD,13:05,"Brittany Holder, Jason Cross, Richard Hernandez","CLM22763, CLM22764",220632.36,171390.54,85903.05,5862.65,483788.60000000003
EVT4000,2023-09-10,New York,11281,40.7104,-74.0101,FLD,19:30,"James Brooks, Cindy Goodman, Ryan Simpson, Betty Cole, Debbie Myers","CLM22766, CLM22767, CLM22768",439887.71,30136.0,72559.69,5957.12,548540.52
EVT4000,2023-09-10,New York,10053,40.6978,-73.9932,FLD,06:10,"Sandra Barron, Melissa Martin, Daniel Rivera, Jasmine Miller",CLM22769,398678.7,50569.64,64641.78,12548.44,526438.5599999999
EVT4000,2023-09-10,New York,10970,40.7195,-74.0022,FLD,03:19,"Holly Burgess, Cameron Taylor, George Shepard, Christopher James, Antonio Richards",CLM22772,80864.86,173986.16,60170.37,7228.41,322249.8
EVT4000,2023-09-10,New York,11002,40.701,-74.0085,FLD,21:16,"Sheila Wilson, Robert Potter, Jason Marshall, Robert Ramsey, Lisa Diaz, Derek Leon","CLM22775, CLM22776",356166.99,152979.29,12368.06,25800.85,547315.1900000001
EVT4000,2023-09-10,New York,11115,40.7193,-74.0058,FLD,12:11,"Robert Johnson, Nathan Hardy, Tyler Little PhD","CLM22778, CLM22779, CLM22780",277130.71,81867.15,85123.91,25156.15,469277.92000000004
EVT4000,2023-09-10,New York,10757,40.7018,-74.0378,FLD,05:28,"Thomas Miller, Lisa Skinner, Catherine Morgan, Kenneth Williams, Thomas Bender","CLM22781, CLM22782",426456.8,167228.6,41544.96,17331.69,652562.0499999999
EVT4000,2023-09-10,New York,10901,40.7404,-74.0091,FLD,14:16,"Rebecca Taylor, Jason Stephenson, Jasmine Riley","CLM22784, CLM22785",134401.86,159821.24,49675.31,17368.23,361266.63999999996
EVT4000,2023-09-10,New York,11156,40.7101,-74.01,FLD,01:09,"Justin Reyes, Zachary Perez, Monica Pearson, Nichole Harris","CLM22787, CLM22788",475654.96,64494.44,18548.21,23572.97,582270.58
EVT4000,2023-09-10,New York,11369,40.7177,-74.0255,FLD,11:51,"Matthew Wang II, Michelle Smith, James White",CLM22790,284821.94,74528.99,45835.67,48310.38,453496.98
EVT4000,2023-09-10,New York,11550,40.6988,-74.0131,FLD,18:14,"Tina Ross, Mr. Donald Middleton MD, Michael Butler, Andrea Cox, Michele Bryan, Gabriel Wilson, Ryan Guzman","CLM22793, CLM22794",136864.18,94264.1,76432.97,11093.42,318654.67
EVT4000,2023-09-10,New York,10793,40.7271,-74.0102,FLD,16:26,"Carolyn Thomas, Mrs. Laura Green MD, Nathaniel Cobb, Jose Sanchez, Holly Lewis, Pamela Johnson, Steven Nguyen",CLM22796,182591.82,114928.73,22087.96,37357.77,356966.28
EVT4000,2023-09-10,New York,10973,40.7159,-74.0085,FLD,18:56,"Robert Chapman, Brian Long, Brad Lucas, Willie Green, Edwin Miller, Lisa Cooper, Angel Larson","CLM22799, CLM22800, CLM22801",189214.04,145923.3,33284.08,45389.67,413811.08999999997
EVT4000,2023-09-10,New York,10613,40.7112,-74.0078,FLD,02:25,"Richard Leon, Mark Yates, Andrew Gutierrez, Terry Brown","CLM22802, CLM22803",256654.46,20978.0,21206.06,47244.55,346083.06999999995
EVT4000,2023-09-10,New York,11170,40.7122,-74.0036,FLD,16:51,"Andrea Brooks, Jennifer Ellis, Kathy Jensen","CLM22805, CLM22806, CLM22807",463177.29,111240.81,28434.76,35417.54,638270.4
EVT4000,2023-09-10,New York,11271,40.7215,-74.0179,FLD,04:07,"Stacey Townsend, Andrea Collins, Amanda Mcneil, Susan Ray, Dale Tucker, Jimmy Castaneda, Arthur Smith","CLM22808, CLM22809, CLM22810",44971.4,27160.98,2384.0,49973.57,124489.95000000001
EVT4000,2023-09-10,New York,10343,40.7187,-73.9998,FLD,06:51,"David Rush, Erik Williams, Brittany Meyer, Angela Stewart, Gerald Smith, Mary Mcdonald",CLM22811,264668.52,63513.08,16823.9,14949.06,359954.56000000006
EVT4000,2023-09-10,New York,10088,40.7263,-74.0125,FLD,13:05,"John Guerrero, Joel Davis, Megan Massey, James Bradley",CLM22814,279037.66,20109.31,3766.84,6014.28,308928.09
EVT4000,2023-09-10,New York,11685,40.7197,-74.0074,FLD,20:09,"Rachel Deleon, Jeff Walker, Katherine Ho, Andrew Williams, Meredith Sanders, Sandra Henson",CLM22817,325953.19,161356.05,47704.71,18721.64,553735.59
EVT4000,2023-09-10,New York,10655,40.7072,-74.0012,FLD,23:58,"Mike Ross, Jose Cruz, Linda Le, Sheryl Alexander, Adam Mccullough, Thomas Bernard, Pamela Cruz","CLM22820, CLM22821",265885.07,100038.09,63258.97,47363.16,476545.29000000004
EVT4000,2023-09-10,New York,10795,40.7246,-73.9826,FLD,17:25,"Kathleen Avery, Kelly Carter, Amanda Whitney",CLM22823,44155.01,17266.96,20359.99,2591.07,84373.03000000001
EVT4000,2023-09-10,New York,10566,40.7215,-73.9965,FLD,16:29,"Lisa Robertson, Thomas Bell, David Holt, Mr. Robert Noble, Michael Anderson, Gabriel Cuevas, Jared Perez","CLM22826, CLM22827",85306.99,168035.39,17169.03,15757.6,286269.01
EVT4000,2023-09-10,New York,11277,40.7059,-74.0195,FLD,18:33,"Steven Johnson, Dr. David Peterson, Christopher Zimmerman","CLM22829, CLM22830, CLM22831",142238.61,100345.43,41925.97,49341.91,333851.92000000004
EVT4000,2023-09-10,New York,10849,40.7143,-74.0112,FLD,04:09,"Dr. Christopher Robles, Sarah Duncan, Jason Vasquez, Rebecca Patrick, Tasha Cantu, Karen Hurst",CLM22832,46164.45,168105.75,52169.99,26823.37,293263.56
EVT4000,2023-09-10,New York,11194,40.7004,-74.0037,FLD,03:59,"David Wells, Anthony Carpenter, Samantha Joseph, Tracy Garrett, Jared Boone, Devin Dickson, Sierra Gill","CLM22835, CLM22836, CLM22837",114891.35,67169.38,60162.65,11295.77,253519.15
EVT4000,2023-09-10,New York,11597,40.706,-73.9963,FLD,03:50,"Christine Reyes, Amanda Mccullough, Linda Kane","CLM22838, CLM22839, CLM22840",85100.78,33397.59,70348.3,32497.52,221344.18999999997
EVT4000,2023-09-10,New York,10705,40.7043,-74.0012,FLD,13:16,"Dean Figueroa, Larry Willis, Tonya Wright, John Hess, Brandy Sullivan","CLM22841, CLM22842, CLM22843",136852.46,169227.78,22512.0,4553.59,333145.83
EVT4000,2023-09-10,New York,10995,40.7051,-73.9899,FLD,18:38,"Andrew Obrien, Kimberly Martin, Matthew Gibson, Edward Lee, Rebecca Morris, Timothy Lamb","CLM22844, CLM22845, CLM22846",461619.23,131799.74,10861.06,47444.97,651725.0
EVT4000,2023-09-10,New York,10353,40.7046,-74.0182,FLD,08:25,"Tammie Taylor, Daniel Harper, Joseph Williams, Mrs. Kayla Bird, Kevin Butler, Billy Torres",CLM22847,213085.0,14988.74,50658.51,7042.61,285774.86
EVT4000,2023-09-10,New York,11247,40.6959,-74.0172,FLD,21:44,"Jose Johnson, Christopher Daniels, Lisa Carter, John Ortiz","CLM22850, CLM22851, CLM22852",390963.24,161618.25,17034.46,18961.01,588576.96
EVT4000,2023-09-10,New York,10811,40.7025,-74.0097,FLD,10:44,"Madison Matthews, Alicia Howe, Elizabeth Morrison, Robert West, Richard Owen, George Doyle",CLM22853,403257.68,142909.52,20657.42,18969.37,585793.99
EVT4000,2023-09-10,New York,11528,40.7155,-74.0142,FLD,15:58,"William Johnson, Kimberly Hawkins, Kathy Bradford, Christine Brown",CLM22856,78258.52,197257.16,78506.84,20121.69,374144.21
EVT4000,2023-09-10,New York,10042,40.7211,-74.0044,FLD,10:52,"Jack Thompson, Carla Patterson, John Nunez, David Rodriguez, Roger Poole","CLM22859, CLM22860",285967.65,39027.2,39112.93,42314.1,406421.88
EVT4000,2023-09-10,New York,10575,40.7263,-73.9931,FLD,15:54,"Robin Rush, Tyler Jordan, Christopher Conrad, Matthew Taylor, Robert Anderson","CLM22862, CLM22863",436074.31,179324.75,92139.67,5647.61,713186.3400000001
EVT4000,2023-09-10,New York,10276,40.7294,-74.0029,FLD,09:47,"Victoria Osborne, Cynthia Walker, Vanessa Benitez",CLM22865,383324.89,123309.66,18345.16,40073.61,565053.3200000001
EVT4000,2023-09-10,New York,10552,40.7083,-74.0036,FLD,23:26,"Alyssa Gallagher, Lauren Singh, Susan Brock, Gary Thompson, Courtney Brooks, Brandon Long","CLM22868, CLM22869",242628.72,38925.59,35072.75,1885.97,318513.02999999997
EVT4000,2023-09-10,New York,10183,40.7238,-74.0279,FLD,06:28,"Mariah Bell, Robert Martinez, Mary Bruce, Vanessa Gonzalez, Jennifer Dillon, James Yates, Anthony Johnson","CLM22871, CLM22872, CLM22873",317399.64,134380.62,83956.55,11557.68,547294.4900000001
EVT4000,2023-09-10,New York,11518,40.7128,-73.9937,FLD,15:48,"Nathaniel Smith II, Shawn Morris DDS, Suzanne Johnson, Christopher Dawson","CLM22874, CLM22875",491082.28,23988.46,31700.44,32273.0,579044.18
EVT4000,2023-09-10,New York,11682,40.7187,-74.0081,FLD,01:32,"Megan Jackson, Erin Solomon, Adam Smith, Daniel Harrison, John Jones, James Austin, Carolyn Thomas","CLM22877, CLM22878",51500.52,112135.31,59904.89,32983.68,256524.39999999997
EVT4000,2023-09-10,New York,10638,40.7054,-74.0193,FLD,22:32,"Raymond Moreno, Thomas Scott, Maria Martinez, Ashley Mendoza",CLM22880,424966.65,43013.84,83033.05,28570.12,579583.66
EVT4000,2023-09-10,New York,11599,40.7207,-73.9963,FLD,16:56,"Amy Day, Mary Green, Timothy Carr, Aaron Burton, Morgan Woodard, Benjamin Shepard",CLM22883,119605.52,115918.48,87036.87,22173.7,344734.57
EVT4000,2023-09-10,New York,10356,40.7123,-74.001,FLD,06:56,"Tim Johnson, Karen Franklin, Mary Wright, Robert Conner, Mark Day III, Mark Lindsey DDS, Kimberly Freeman",CLM22886,88537.11,80939.76,95266.84,16666.32,281410.02999999997
EVT4000,2023-09-10,New York,10511,40.7062,-74.0084,FLD,01:29,"Melanie Osborn, Robert Lewis, Sophia Thomas, David Mckinney",CLM22889,367787.8,65744.9,78726.51,22690.09,534949.2999999999
EVT4000,2023-09-10,New York,11444,40.7281,-74.0068,FLD,06:17,"Jeffery Owen, Nicolas Reynolds, Nicole Porter","CLM22892, CLM22893",203534.4,91409.83,38866.67,18999.69,352810.58999999997
EVT4000,2023-09-10,New York,11035,40.7266,-74.0048,FLD,12:40,"Victoria Kim, Trevor Moss, Justin Mcdowell, Craig Oneill PhD, John Miller","CLM22895, CLM22896",193648.79,107229.67,67731.28,14202.53,382812.27
EVT4000,2023-09-10,New York,10063,40.7157,-74.0075,FLD,07:23,"Brittany Kelley, Charles Fletcher Jr., Ryan Cruz","CLM22898, CLM22899, CLM22900",367296.6,117551.4,65476.57,2435.67,552760.24
